DATE_TRANSPA,CANTON,INDICATEUR,TYPE_SIM,VAR,Indic_Init,Indic,SEUIL1,SEUIL2,ASSIETTE,NOTATION,Scenario,VAR_ZCN10Y_BP,VAR_ZCR10Y_BP,VAR_BEI10Y_BP,VAR_SPD_BP,RDT_EQU,RDT_IMMO,DEFAUT_GOVT,DEFAUT_CORP,indic_tod
2024-12-31,CGP AG,PVR,GLOBAL,95,0.0531670924157,0.0293110648086,0.06,0.02,6363500630.3,5.0,792.0,24.4,102.2207,-78.550679679,-15.2,-0.17245649500000002,0.062001,0.00121372877597,0.00169922028635,0
2024-12-31,CGP AG,PVR,GLOBAL,99,0.0531670924157,0.0176188227224,0.06,0.02,6363500630.3,5.0,192.0,-3.8,61.5576,-65.7728127482,-8.4,-0.27927097100000003,0.014133,0.00105917560692,0.00148284584968,0
2024-12-31,CGP AG,PVR,IMMO,95,0.0531670924157,0.0529358075416,0.06,0.02,6363500630.3,4.0,495.0,0.0,0.0,0.0,0.0,0.0,-0.031304,0.0,0.0,0
2024-12-31,CGP AG,PVR,IMMO,99,0.0531670924157,0.0527106935404,0.06,0.02,6363500630.3,4.0,498.0,0.0,0.0,0.0,0.0,0.0,-0.066146,0.0,0.0,0
2024-12-31,CGP AG,PVR,TAUX,95,0.0531670924157,0.0512342368672,0.06,0.02,6363500630.3,4.0,280.0,166.5,153.6091,9.72514782478,0.0,0.0,0.0,0.0,0.0,0
2024-12-31,CGP AG,PVR,TAUX,99,0.0531670924157,0.0511394052863,0.06,0.02,6363500630.3,4.0,298.0,62.7,172.6161,-110.715909468,0.0,0.0,0.0,0.0,0.0,0
2024-12-31,CGP AG,RC,ACTION,95,1.2726012914,1.24425031086,1.3,1.1,4469031208.4,4.0,440.0,0.0,0.0,0.0,0.0,-0.17795831,0.0,0.0,0.0,0
2024-12-31,CGP AG,RC,ACTION,99,1.2726012914,1.22919223781,1.3,1.1,4469031208.4,4.0,415.0,0.0,0.0,0.0,0.0,-0.272477376,0.0,0.0,0.0,0
2024-12-31,CGP AG,RC,CREDIT,95,1.2726012914,1.2374366671099999,1.3,1.1,4469031208.4,4.0,681.0,0.0,0.0,0.0,48.9,0.0,0.0,0.0,0.0,0
2024-12-31,CGP AG,RC,CREDIT,99,1.2726012914,1.21942514971,1.3,1.1,4469031208.4,4.0,87.0,0.0,0.0,0.0,74.9,0.0,0.0,0.0,0.0,0
2024-12-31,CGP AG,RC,GLOBAL,95,1.2726012914,1.1434054473,1.3,1.1,5387581577.01,4.0,515.0,-80.5,-58.9867,-20.3823504445,8.6,0.024717066000000003,-0.004503,0.00212529280993,0.00297540993391,0
2024-12-31,CGP AG,RC,GLOBAL,99,1.2726012914,1.1009921361,1.3,1.1,5276744825.82,4.0,369.0,-116.7,-74.8256,-40.5086172757,84.8,-0.021123874,0.06890199999999999,0.00225577770612,0.00315808878856,0
2024-12-31,CGP AG,RC,IMMO,95,1.2726012914,1.27197055001,1.3,1.1,4469031208.4,4.0,495.0,0.0,0.0,0.0,0.0,0.0,-0.031304,0.0,0.0,0
2024-12-31,CGP AG,RC,IMMO,99,1.2726012914,1.27126827086,1.3,1.1,4469031208.4,4.0,498.0,0.0,0.0,0.0,0.0,0.0,-0.066146,0.0,0.0,0
2024-12-31,CGP AG,RC,TAUX,95,1.2726012914,1.15191348554,1.3,1.1,5360841265.13,4.0,229.0,-116.3,-81.028,-33.7947945239,0.0,0.0,0.0,0.0,0.0,0
2024-12-31,CGP AG,RC,TAUX,99,1.2726012914,1.10608524314,1.3,1.1,5645672699.65,4.0,405.0,-132.7,-56.8184,-74.7936388312,0.0,0.0,0.0,0.0,0.0,0
2024-12-31,CGP RS,PDD,ACTION,95,0.00019279936277,0.000240221148007,0.0005,0.02,3024317495.7,1.0,440.0,0.0,0.0,0.0,0.0,-0.17795831,0.0,0.0,0.0,0
2024-12-31,CGP RS,PDD,ACTION,99,0.00019279936277,0.000330536038771,0.0005,0.02,3024317495.7,1.0,415.0,0.0,0.0,0.0,0.0,-0.272477376,0.0,0.0,0.0,0
2024-12-31,CGP RS,PDD,CREDIT,95,0.00019279936277,0.00019279936277,0.0005,0.02,3024317495.7,1.0,50.0,0.0,0.0,0.0,1.7000000000000002,0.0,0.0,0.0,0.0,0
2024-12-31,CGP RS,PDD,CREDIT,99,0.00019279936277,0.00019279936277,0.0005,0.02,3024317495.7,1.0,10.0,0.0,0.0,0.0,-3.9,0.0,0.0,0.0,0.0,0
2024-12-31,CGP RS,PDD,GLOBAL,95,0.00019279936277,0.000712225466005,0.0005,0.02,3024317495.7,3.0,422.0,-135.1,-53.0045,-81.050815376,-17.1,0.083133601,0.035731,0.00121583527805,0.00170216938927,0
2024-12-31,CGP RS,PDD,GLOBAL,99,0.00019279936277,0.00122406094261,0.0005,0.02,3024317495.7,3.0,398.0,-156.1,-97.2435,-57.2185036842,-3.3,0.1047760732,-0.002949,0.00137515294432,0.00192521412204,0
2024-12-31,CGP RS,PDD,IMMO,95,0.00019279936277,0.000286358149058,0.0005,0.02,3024317495.7,1.0,495.0,0.0,0.0,0.0,0.0,0.0,-0.031304,0.0,0.0,0
2024-12-31,CGP RS,PDD,IMMO,99,0.00019279936277,0.00039413048668800004,0.0005,0.02,3024317495.7,1.0,498.0,0.0,0.0,0.0,0.0,0.0,-0.066146,0.0,0.0,0
2024-12-31,CGP RS,PDD,TAUX,95,0.00019279936277,0.0007980716606960001,0.0005,0.02,3024317495.7,3.0,387.0,-116.1,-67.9436,-46.9032194704,0.0,0.0,0.0,0.0,0.0,0
2024-12-31,CGP RS,PDD,TAUX,99,0.00019279936277,0.00115519529258,0.0005,0.02,3024317495.7,3.0,644.0,-150.6,-132.1923,-15.9806766931,0.0,0.0,0.0,0.0,0.0,0
2024-12-31,CGP RS,PED,VA,95,0.0014546980803,0.00266538798731,0.0035,0.01,2138369216.7,1.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00217552903201,0.00304574064481,0
2024-12-31,CGP RS,PED,VA,99,0.0014546980803,0.00302045190397,0.0035,0.01,2138369216.7,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025346026525,0.0035484437135,0
2024-12-31,CGP RS,PMVL,ACTION,95,1.00700398026,0.976764075821,1.1,1.0,3024317495.7,6.0,440.0,0.0,0.0,0.0,0.0,-0.17795831,0.0,0.0,0.0,0
2024-12-31,CGP RS,PMVL,ACTION,99,1.00700398026,0.960702737497,1.1,1.0,3024317495.7,6.0,415.0,0.0,0.0,0.0,0.0,-0.272477376,0.0,0.0,0.0,0
2024-12-31,CGP RS,PMVL,CREDIT,95,1.00700398026,0.977116763349,1.1,1.0,3024317495.7,6.0,681.0,0.0,0.0,0.0,48.9,0.0,0.0,0.0,0.0,0
2024-12-31,CGP RS,PMVL,CREDIT,99,1.00700398026,0.961956806928,1.1,1.0,3024317495.7,6.0,87.0,0.0,0.0,0.0,74.9,0.0,0.0,0.0,0.0,0
2024-12-31,CGP RS,PMVL,GLOBAL,95,1.00700398026,0.910842905774,1.1,1.0,3024317495.7,6.0,859.0,54.4,87.9882,-34.784783862,12.6,-0.271347015,0.021110999999999998,0.00160458267314,0.0022464157424,0
2024-12-31,CGP RS,PMVL,GLOBAL,99,1.00700398026,0.861563937705,1.1,1.0,3024317495.7,6.0,455.0,193.6,125.3015,64.710408332,34.6,0.0058889017,-0.050302,0.00168282604481,0.00235595646274,0
2024-12-31,CGP RS,PMVL,IMMO,95,1.00700398026,1.00601750905,1.1,1.0,3024317495.7,4.0,495.0,0.0,0.0,0.0,0.0,0.0,-0.031304,0.0,0.0,0
2024-12-31,CGP RS,PMVL,IMMO,99,1.00700398026,1.00491915371,1.1,1.0,3024317495.7,4.0,498.0,0.0,0.0,0.0,0.0,0.0,-0.066146,0.0,0.0,0
2024-12-31,CGP RS,PMVL,TAUX,95,1.00700398026,0.916524350405,1.1,1.0,3024317495.7,6.0,232.0,134.3,87.3317,44.6452755671,0.0,0.0,0.0,0.0,0.0,0
2024-12-31,CGP RS,PMVL,TAUX,99,1.00700398026,0.886820662862,1.1,1.0,3024317495.7,6.0,280.0,166.5,153.6091,9.72514782478,0.0,0.0,0.0,0.0,0.0,0
2024-12-31,CGP RS,PRE,ACTION,95,1.16158270837,1.05835425334,1.15,1.0,885948278.97,3.0,440.0,0.0,0.0,0.0,0.0,-0.17795831,0.0,0.0,0.0,0
2024-12-31,CGP RS,PRE,ACTION,99,1.16158270837,1.00352646299,1.15,1.0,885948278.97,3.0,415.0,0.0,0.0,0.0,0.0,-0.272477376,0.0,0.0,0.0,0
2024-12-31,CGP RS,PRE,CREDIT,95,1.16158270837,1.15577244453,1.15,1.0,885948278.97,1.0,681.0,0.0,0.0,0.0,48.9,0.0,0.0,0.0,0.0,0
2024-12-31,CGP RS,PRE,CREDIT,99,1.16158270837,1.1526353151,1.15,1.0,885948278.97,1.0,87.0,0.0,0.0,0.0,74.9,0.0,0.0,0.0,0.0,0
2024-12-31,CGP RS,PRE,GLOBAL,95,1.16158270837,1.05277173048,1.15,1.0,885948278.97,5.0,951.0,-18.0,17.6543,-35.7323018534,1.8,-0.20271897,0.10017899999999999,0.00138482682229,0.0019387575512099999,0
2024-12-31,CGP RS,PRE,GLOBAL,99,1.16158270837,0.9874503382809999,1.15,1.0,885948278.97,5.0,311.0,69.4,107.3711,-39.3987474844,71.2,-0.26871604400000004,0.052252,0.00212061997824,0.00296886796953,0
2024-12-31,CGP RS,PRE,IMMO,95,1.16158270837,1.15821524073,1.15,1.0,885948278.97,1.0,495.0,0.0,0.0,0.0,0.0,0.0,-0.031304,0.0,0.0,0
2024-12-31,CGP RS,PRE,IMMO,99,1.16158270837,1.15446583985,1.15,1.0,885948278.97,1.0,498.0,0.0,0.0,0.0,0.0,0.0,-0.066146,0.0,0.0,0
